obj,im1,im2,Him,Wim,H11,H12,H13,H21,H22,H23,H31,H32,H33
v_graffiti,1,5,640,800,0.62147,0.055609,221.79,0.21978,1.1561,-23.942,0.00048557,-0.000044311,0.99866
v_wormhole,1,5,653,986,3.6472,0.14299,-426.33,0.62737,3.2151,-642.67,0.0026681,0.00051247,1.0208
v_eastsouth,1,5,680,850,0.38914,0.285,169.51,-0.28531,0.39347,340.1,-6.4617E-06,5.0341E-06,1
v_grace,1,5,1024,1536,0.27023,0.0025009,10.742,-0.13748,0.80553,82.96,-0.00035608,-3.7961E-07,0.99989
v_calder,1,5,1008,756,0.16406,0.0020015,107.23,-0.34078,0.54946,250.93,-0.00059329,0.000066478,0.99713
v_colors,1,5,1024,1536,3.6877,-0.088102,-163.13,0.97688,3.3164,-1085.4,0.0018885,-0.000051402,1.0136
v_circus,1,5,1331,998,0.50818,0.074933,22.63,-0.21583,0.79572,83.496,-0.00030935,0.000014554,1.0012
v_samples,1,5,1327,1316,0.76427,0.22206,44.035,0.077375,0.88384,134.35,-3.0125E-06,0.00025887,1.0001
v_vitro,1,5,1126,845,0.62091,-0.030805,57.622,-0.22703,0.84222,-13.023,-0.00037179,-0.000042767,0.99852
v_bricks,1,5,700,1000,0.42186,0.031568,60.169,-0.084563,0.88575,93.738,-0.00032749,0.000014457,1.0012
v_azzola,1,5,845,1126,1.8831,-0.0066762,278.06,0.5813,1.2837,-133.49,0.0013129,-0.000026322,0.99687
v_tempera,1,5,845,1126,1.4219,0.01866,342.44,0.36005,1.3261,-141.73,0.00090969,0.000023838,1.0002
v_posters,1,5,1387,1382,0.15114,-0.00089399,241.66,-0.078633,0.45918,14.453,-0.00033245,0.000031152,0.99996
v_dirtywall,1,5,1232,816,0.32103,-0.020462,150.98,-0.30727,0.6518,239.55,-0.00048011,-0.000049961,1.0006
v_woman,1,5,767,1034,1.4351,-0.038,290.23,0.48702,1.2011,-120.76,0.0010757,0.000024371,0.99968
v_london,1,6,914,1380,0.77105,-0.097833,-3.6994,-0.092675,0.81167,92.799,-0.0001392,-0.00012806,0.99964
v_blueprint,1,6,845,1126,0.18178,0.033268,82.883,-0.24959,0.68306,123.62,-0.0004688,0.000053047,1.0005
v_there,1,6,1024,1536,0.31483,0.11583,690.51,0.17546,0.70637,14.497,0.00026712,0.00012691,1
v_adam,1,6,450,600,0.22223,-0.016421,140.29,-0.12556,0.6155,64.723,-0.00070518,-2.3579E-06,1.0016
v_apprentices,1,6,1331,998,1.3526,0.026797,436.87,0.31517,1.3826,-234.04,0.00076901,0.00022984,1.0039
v_coffeehouse,1,6,979,1478,2.9599,0.00703,244.64,0.78405,1.8789,-438.29,0.0018411,0.000044095,0.99694
v_talent,1,6,882,2456,0.040904,-0.0023332,234.76,-0.10713,0.35038,218.5,-0.00028907,0.000006311,1.0035
v_yuri,1,6,1411,1058,5.1051,0.34986,-885.86,1.0306,5.9768,-2733.1,0.0033649,0.00099216,1
v_wall,1,6,653,986,0.28973,0.014397,100.07,-0.29955,0.64174,168.27,-0.00067332,0.000007239,1.0017
v_man,1,6,968,1290,0.37385,0.075936,47.561,-0.22732,0.7873,114.73,-0.00042033,0.000064182,0.99982
v_underground,1,6,1024,1536,0.17444,0.0011895,69.744,-0.23614,0.98005,26.512,-0.00045721,-5.9312E-06,0.99651
v_wapping,1,6,1290,968,0.10472,0.069057,99.841,-0.17731,0.5329,107.18,-0.00051255,-0.000013734,0.98616
v_cartooncity,1,6,816,1232,0.032608,0.010774,198.34,-0.16134,0.44659,114.31,-0.00057725,-5.1566E-07,1.0017
v_tabletop,1,6,845,1126,0.40245,-0.33938,102.29,-0.2125,0.62381,216.78,-0.00033866,-0.000015855,1.0018
v_fest,1,6,845,1126,2.5614,0.083075,163.07,0.94137,2.2586,-732.08,0.0017783,0.000021603,0.99316
v_churchill,1,6,1024,768,0.14983,0.088928,71.215,-0.29686,0.83924,37.506,-0.00076645,0.000041728,0.9906
v_courses,1,6,907,1210,0.19141,0.047907,71.695,-0.22333,0.83056,17.018,-0.00057922,0.000070072,1.0071
v_beyus,1,6,1126,845,1.1529,0.012747,244.44,0.41529,1.1943,-155.59,0.00087156,0.000056224,1.0092
v_strand,1,6,1290,968,1.3188,-0.059948,132.47,0.56633,1.1871,-154.91,0.00084606,-0.000062986,0.99442
v_sunseason,1,6,1024,1536,0.044756,-0.016613,227.84,-0.21383,0.51639,263.96,-0.00046487,-0.0000173,1.0018
v_bip,1,6,574,768,0.36889,0.0040287,216.07,0.00012238,0.37282,131.92,-8.6919E-07,0.000011191,1
v_astronautis,1,6,1612,735,1.7761,-0.053427,263.17,0.41751,1.5987,-329.46,0.00069677,0.000031372,1.0014
v_gardens,1,6,845,1126,0.50506,-0.382,264.45,0.21481,0.76151,-163.83,-0.00031598,0.000025931,0.99747
v_feast,1,6,998,1331,0.285,0.025938,101.52,-0.13877,0.63427,141.75,-0.00032712,9.9498E-06,1.0019
v_boat,1,6,680,850,0.4221,-0.055916,265.09,0.060544,0.41967,174.7,7.7273E-06,-2.0972E-06,0.99999
v_bird,1,6,973,1068,-0.033259,0.0089485,255.62,-0.18361,0.67279,-86.488,-0.00071771,0.000069157,1.0093
v_bees,1,6,846,1129,1.4259,0.070724,58.865,0.39243,1.3442,-170.04,0.00084248,0.00011346,0.98851
v_pomegranate,1,6,968,1290,0.64456,-0.10327,116.78,-0.1263,0.61314,104.03,-0.00015045,-0.00014605,1.0002
v_charing,1,6,1331,998,0.94181,0.89911,-557.03,-0.22626,2.1135,-616.27,-0.00093265,0.00074542,1
v_artisans,1,6,759,1830,0.22888,0.0058691,272.09,-0.077153,0.3923,203.08,-0.00024299,-4.5827E-06,1.0015
v_home,1,6,845,1126,0.46621,0.44954,88.514,-0.47325,0.5239,416.66,-0.000089589,0.000019429,1
v_busstop,1,6,998,1331,0.57125,-0.095863,127.19,0.050302,0.75099,-13.911,-0.00020485,1.2421E-06,0.9999
v_laptop,1,6,574,768,0.23209,-0.67097,528.16,0.66389,0.2516,-30.266,-0.00003168,0.000025631,1.0087
v_maskedman,1,6,653,986,3.1099,-0.15145,356.98,1.1835,2.0817,-344.77,0.0035988,-0.00015385,1.0052
v_weapons,1,6,1290,968,0.46288,-0.016626,22.437,-0.26713,0.81047,151.27,-0.00036789,0.000007646,0.99855
v_bark,1,6,512,765,-0.21679,-0.12572,585.55,0.12463,-0.21699,355.1,-0.000001085,-1.8818E-06,1.0002
v_dogman,1,6,522,788,-0.036838,-0.012358,166.5,-0.28304,0.70203,61.488,-0.0011124,-0.000017983,0.99335
v_abstract,1,6,922,1229,0.2024,0.0033266,96.15,-0.28093,0.65512,201.73,-0.00049784,1.8106E-06,1.0048
v_war,1,6,845,1126,0.14586,0.056449,119.48,-0.21737,0.71439,95.786,-0.00051182,0.000033282,1.0008
v_yard,1,6,845,1126,2.3515,0.16969,142.03,1.0602,2.1465,-778.33,0.0016806,-0.000048949,0.99537
v_birdwoman,1,6,813,1100,0.36677,-0.019493,213.68,-0.082321,0.47708,180.81,-0.00021125,-0.000041441,1.0123
v_machines,1,6,1126,845,0.69134,-0.0063829,116.24,0.0053381,0.71985,83.96,-0.000018171,0.000027124,1
v_soldiers,1,6,1290,968,0.44469,-0.1629,197.72,-0.090792,0.33606,37.55,-0.00032851,-0.00028415,1.0004
v_wounded,1,6,1290,968,0.3184,0.1614,32.607,0.092973,1.2239,-454.36,-0.00072537,0.00028453,0.99713
v_graffiti,1,6,640,800,0.43838,-0.67655,457.54,0.45425,1.035,-50.458,0.00054263,-0.000062972,1.006
v_wormhole,1,6,653,986,0.0033111,0.031282,184.63,-0.15843,0.75999,4.5609,-0.00083562,0.00011238,0.99927
v_eastsouth,1,6,680,850,0.37107,-0.09213,318.73,0.086334,0.37505,188.02,-0.000010814,-3.6548E-06,1
v_grace,1,6,1024,1536,0.15155,0.010889,56.416,-0.15905,0.83268,58.992,-0.0004153,5.8391E-06,0.99868
v_calder,1,6,1008,756,0.056448,-0.012851,135.19,-0.38625,0.54689,255.61,-0.00066718,0.00005392,1.0012
v_colors,1,6,1024,1536,3.7671,-0.00097096,96.421,1.0105,3.4675,-1134.7,0.0019926,-0.000035656,1.0238
v_circus,1,6,1331,998,0.33414,0.069646,90.22,-0.25229,0.73446,157.67,-0.00038885,2.2582E-06,1.0024
v_samples,1,6,1327,1316,0.4849,-0.15095,280.72,-0.18568,0.38797,170.57,-0.000049965,-0.00024428,0.99985
v_vitro,1,6,1126,845,0.46926,0.016718,28.146,-0.30323,0.88763,81.324,-0.0005249,0.000011982,0.99946
v_bricks,1,6,700,1000,0.25783,0.033312,121.63,-0.10233,0.90855,89.437,-0.00042135,0.000020313,1.0019
v_azzola,1,6,845,1126,1.9834,-0.0016422,376.55,0.84,1.4832,-241.61,0.0019136,-0.000038955,1.0014
v_tempera,1,6,845,1126,0.13416,0.073075,56.977,-0.21333,0.70433,84.528,-0.00055481,0.000061106,1
v_posters,1,6,1387,1382,1.1755,0.0098744,199.24,0.2753,1.0629,-287.64,0.00086466,0.000092285,0.99797
v_dirtywall,1,6,1232,816,0.20748,-0.0078464,167.04,-0.30508,0.56423,285.96,-0.000471,-0.000044678,1
v_woman,1,6,767,1034,0.17608,-0.024321,273.19,-0.19809,0.7405,74.826,-0.00053318,0.000012457,1.0069
